tweet,new_tweet,label
@user i had a little taste it was   for sure! ,little taste sure,0
"""happiness is not a state to arrive at, but a manner of traveling."" margaret lee #runbeck   #happiness #quotes #inspirational",happiness state arrive manner traveling margaret lee runbeck happiness quote inspirational,0
 sea shepherd suppoers are racist!   #antiracism #seashepherd,sea shepherd suppoers racist antiracism seashepherd,1
@user @user @user  man i even have a bunch of coupons too..... ,man even bunch coupon,0
@user this guy is a racist full of ignorance and hatred. #bigot  #ignorant,guy racist full ignorance hatred bigot ignorant,1
 porn videos free nude beach photo ,porn video free nude beach photo,1
@user it's just been a bad week overall. every day matt and i heard of another death.  ,bad week overall every day matt heard another death,0
@user #allahsoil the revolution occurredâjust not how marx expected it to.  â¦  #teambts #teamsuperjuniorâ¦,allahsoil revolution occurredjust marx expected teambts teamsuperjunior,1
remember this?  - camber sands deaths blamed on victims' 'culture' by council   #rother,remember camber sand death blamed victim culture council rother,1
  #tomhiddleston 's day #tomday #saturday &amp;  #weekend    ,tomhiddleston day tomday saturday weekend,0
  is defunding aboion and sending you to the #inauguration  ,defunding aboion sending inauguration,1
not all love stories are happy ending.  #anime #love #story #not   #ending #like4likeâ¦ ,love story happy ending anime love story ending likelike,0
g o a l s ð repost from @user #propey #ocean #summer   #life #family @ sydneyâ¦ ,g l repost propey ocean summer life family sydney,0
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
outrageous racism from rother dc. hope the families sue 4 failing to follow advice for a life guard &amp; causing the dâ¦ ,outrageous racism rother dc hope family sue failing follow advice life guard causing,1
"@user the fn is seeking to rid of its anti-semitic, xenophobic image, but majority of its sympathisers still describe theâ¦ ",fn seeking rid antisemitic xenophobic image majority sympathiser still describe,1
everything as it should be âï¸ð! #family #weekend #life #lifeisgood #beach #ericeira #moda  â¦ ,everything family weekend life lifeisgood beach ericeira moda,0
"i noticed too. definitions  of #bullying, , and #disabilities are trying to be changed so people don't hv to. ",noticed definition bullying disability trying changed people hv,1
episode 6 of the guns for everyone #podcast is up.  #guns #igmilitia  #pewpewlifeâ¦ ,episode gun everyone podcast gun igmilitia pewpewlife,1
"2016 was the year white liberals realized how unjust, , and sexist america is ",year white liberal realized unjust sexist america,1
what are the #bernieorbust people going to do when sanders inevitably falls in line and suppos clinton?  ,bernieorbust people going sander inevitably fall line suppos clinton,0
@user the kind of  we can expect in #trump amrica,kind expect trump amrica,1
"content: #abuse, #pedophilia, #stalking, #harassment, #gaslighting, #ableism, , #threats, #suicide, #nsfw, #self harm, #rape, #incest",content abuse pedophilia stalking harassment gaslighting ableism threat suicide nsfw self harm rape incest,1
"i say it was just as good as #thekingsspeech, but it won't win an oscar  ",say good thekingsspeech win oscar,1
@user check out this post! confession: i'm   #america #controversy #equality #kaepernick #nationalaâ¦,check post confession america controversy equality kaepernick nationala,1
@user perfect timing for this tweet!  #staup  ,perfect timing tweet staup,1
 @user #300dayshappy @user #dayseventyseven #day77  #happiness #love#lifequotes #lifeâ¦ ,dayshappy dayseventyseven day happiness lovelifequotes life,0
"i laugh too much, it's problematic... it affects perceived productivity. it's brilliant.   #wednesdaywisdom #giggles",laugh much problematic affect perceived productivity brilliant wednesdaywisdom giggle,0
via jts88: @user ó¾§ #love #sinkthepink #music #instagay #celebspot  ... ,via jts love sinkthepink music instagay celebspot,0
r these people this stupid? now #killary suppoer says trump is the rappist.  not bill. is this real life? turds ,r people stupid killary suppoer say trump rappist bill real life turd,0
"if you're not   with your #choices this fall, you can #always write a candidate in.. â¦  ",choice fall always write candidate,0
"white  ""social justice warriors"" _ getting it wrong, again.  via @user #voterid #maga #p2 #rnc #dnc #vote",white social justice warrior getting wrong via voterid maga p rnc dnc vote,1
"@user @user hey you #unless piece of #garbage , obama will always be more of a #man than you ever will  #hillbilly",hey unless piece garbage obama always man ever hillbilly,1
 #nycÂ  #assault Â #womenonly #forher #2017 #newyears #resolution #womenissuesÂ - self defense for women course,nyc assault womenonly forher newyears resolution womenissues self defense woman course,1
#donaldtrump's #ny campaign co-chair #carlpaladino unleashes on the #obamas in  2017 wish list | mic ,donaldtrumps ny campaign cochair carlpaladino unleashes obamas wish list mic,1
yes!! waiting to see what's in store for ed and liv ð    #suv #tuckson #always #therealdeal â¤ï¸ðâ¤ï¸ ,yes waiting see store ed liv suv tuckson always therealdeal,0
excellent. final holiday of the year booked for august. riga in latvia! home to best a nouveau architecture.  ,excellent final holiday year booked august riga latvia home best nouveau architecture,0
@user @user @user only a racist would segregate people like you do. ,racist would segregate people like,1
"i was doing so well with christina gimmie' passing and i watch @user video, and i lost it. i can't believe it is true. i'm so  ",well christina gimmie passing watch video lost cannot believe true,0
@user @user   #nationalbestfriendsday to you all. @user and you guys are my best news channel/friend. thanks!,nationalbestfriendsday guy best news channelfriend thanks,0
  #amazing my pussy is all wet -  ,amazing pussy wet,0
beautiful silver plated crystal chandeliers $44.99 for the pair from vendor 43!   #shopalyssas... ,beautiful silver plated crystal chandelier pair vendor shopalyssas,0
happiness vs joy. happiness is temporary and leaves u hu. joy last forever and never leaves. #real #tru   ,happiness v joy happiness temporary leaf hu joy last forever never leaf real tru,0
@user  here's @user being a racist troll. would love for you to spread the word,racist troll would love spread word,1
oops! #carlpaladino didn't mean to publicly post  comments...  via @user,oops carlpaladino mean publicly post comment via,1
once a dick always a dick !! @user #corrupttrump #sexoffender  #notmyprez #taxevader ,dick always dick corrupttrump sexoffender notmyprez taxevader,1
"@user  ain't hip, trendy. it scalds, it aches, it is chronic, &amp; chokes like smog. ever present but no sees it. it is aâ¦",hip trendy scald ache chronic choke like smog ever present see,1
"#bb18 is gonna suck sweaty balls this summer, tg for #bbuk good cast 2 houses secret tasks...grodner &amp; kass don't think outside the box  ",bb going suck sweaty ball summer tg bbuk good cast house secret tasksgrodner ka think outside box,0
#rapeculture #rape #patriarchy  #oprollredroll #steubenville #anonymous #cnn #ma'likrichmond #trentmaysâ¦ ,rapeculture rape patriarchy oprollredroll steubenville anonymous cnn malikrichmond trentmays,1
can not wait for wales vs nz tonight at eden park #cymruambyth @user come on @user  ,wait wale v nz tonight eden park cymruambyth come,0
#alexpascal was #friend of my late daddy and my #music teacher.  @user @user @user eu easteuropeans are ,alexpascal friend late daddy music teacher eu easteuropeans,1
 @user #raghuramrajan is a man with spine. didn't bow down to #feku &amp; co.  his absence will be felt big time ...  ,raghuramrajan man spine bow feku co absence felt big time,0
fruit time   #fruit #desse #instamoment #photooftheday #yvr #sweet #vancitybuzzâ¦ ,fruit time fruit desse instamoment photooftheday yvr sweet vancitybuzz,0
@user can everyone please pound on @user for this  #misogynist comment on #merrychristmas about a great lawâ¦ ,everyone please pound misogynist comment merrychristmas great law,1
you might be a libtard if... #libtard  #sjw #liberal #politics ,might libtard libtard sjw liberal politics,1
"can't wait to hear how #crookedhillary describes #pulse incident since she is incapable of using the words ""radical islamic terrorism""  ",cannot wait hear crookedhillary describes pulse incident since incapable using word radical islamic terrorism,0
2 weeks til i get to see @user @user their gorgeous girls and meet the new cats  ,week til get see gorgeous girl meet new cat,0
".@user just delete your account, shallow , and go away. @user",delete account shallow go away,1
